pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 41.4)}",0.69,0.009475536,77.7,41.4,73.23132349
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 35.0)}",0.77,0.010554737,87.7,35,73.22724405
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 35.0)}",0.79,0.010888483,84.1,35,72.73443865
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 37.3)}",0.75,0.010297925,77.7,37.3,72.61613062
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 42.9)}",0.68,0.009346016,75,42.9,72.61462612
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 35.0)}",0.73,0.010092475,91,35,72.55426945
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 36.3)}",0.77,0.010670826,77.7,36.3,72.28421748
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 40.6)}",0.7,0.009665227,75,40.6,72.25033608
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 39.1)}",0.72,0.010016456,75,39.1,72.18813611
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 43.6)}",0.64,0.008937906,75,43.6,72.02339888
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 45.0)}",0.64,0.008858032,75,45,71.9818344
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 51.0)}",0.55,0.007647948,75,51,71.70336285
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 52.0)}",0.53,0.007359004,75,52,71.5029962
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 38.1)}",0.73,0.010261501,75,38.1,71.50200551
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 35.0)}",0.79,0.011025493,82.4,35,71.4815853
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 46.4)}",0.62,0.00866886,75,46.4,71.08948569
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 47.0)}",0.62,0.00866886,75,47,71.08948569
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 41.4)}",0.69,0.009686886,75,41.4,70.91215374
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 49.7)}",0.56,0.00791225,75,49.7,70.89288272
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 48.8)}",0.58,0.0081564,75,48.8,70.7446161
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 35.0)}",0.81,0.011465455,77.7,35,70.37127659
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 35.0)}",0.8,0.011409821,80,35,70.32708237
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 37.3)}",0.74,0.010527619,75,37.3,70.28621054
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 40.6)}",0.69,0.00977038,72.8,40.6,70.25224863
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 36.3)}",0.77,0.010908837,75,36.3,70.21373143
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 39.1)}",0.71,0.01012543,72.8,39.1,70.20302437
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 42.9)}",0.66,0.009447697,72.8,42.9,69.76243247
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 34.0)}",0.71,0.01023924,100.3,34,69.73569455
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 34.0)}",0.73,0.010562522,97.8,34,69.54152095
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 34.0)}",0.75,0.010802002,94,34,69.35843462
"{(population_density_on_land_2010 112.0),(household_density_on_land_2010 34.0)}",0.54,0.007721099,112,34,69.34874096
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 33.3)}",0.7,0.010170127,100.3,33.3,69.30423634
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 43.6)}",0.62,0.009035147,72.8,43.6,69.15617209
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 33.3)}",0.73,0.010491227,97.8,33.3,69.13487621
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 34.0)}",0.81,0.011722653,87.7,34,69.10996445
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 45.0)}",0.62,0.008954403,72.8,45,69.10831221
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 33.3)}",0.74,0.010729091,94,33.3,68.96919815
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 34.0)}",0.63,0.009120231,103,34,68.9266757
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 35.0)}",0.81,0.01172119,75,35,68.79887644
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 34.0)}",0.6,0.008731873,106,34,68.78462669
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 33.3)}",0.8,0.011643528,87.7,33.3,68.7809136
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 34.0)}",0.77,0.01120924,91,34,68.76446784
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 34.0)}",0.83,0.012093329,84.1,34,68.75674594
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 38.1)}",0.71,0.010373141,72.8,38.1,68.73647029
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 51.0)}",0.53,0.007731154,72.8,51,68.70048054
"{(population_density_on_land_2010 112.0),(household_density_on_land_2010 33.3)}",0.53,0.007668983,112,33.3,68.65291528
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 34.0)}",0.55,0.007993883,110,34,68.51109548
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 52.0)}",0.51,0.007439067,72.8,52,68.46768557
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 33.3)}",0.82,0.012011702,84.1,33.3,68.44926625
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 34.0)}",0.52,0.007661556,118,34,68.44219281
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 33.3)}",0.76,0.011133581,91,33.3,68.4030792
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 41.4)}",0.67,0.009792275,72.8,41.4,68.39850785
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 33.3)}",0.62,0.009058671,103,33.3,68.39602102
"{(population_density_on_land_2010 126.0),(household_density_on_land_2010 34.0)}",0.51,0.00740545,126,34,68.35130207
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 46.4)}",0.6,0.008763173,72.8,46.4,68.23169501
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 47.0)}",0.6,0.008763173,72.8,47,68.23169501
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 33.3)}",0.59,0.008672935,106,33.3,68.21357843
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 34.0)}",0.53,0.007699986,115,34,68.1852145
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 34.0)}",0.51,0.00749023,122.4,34,68.06722633
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 49.7)}",0.54,0.007998332,72.8,49.7,67.95600989
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 40.6)}",0.66,0.009749286,70.3,40.6,67.91872736
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 34.0)}",0.86,0.012734145,77.7,34,67.9146006
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 34.0)}",0.86,0.012672355,80,34,67.90445259
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 33.3)}",0.54,0.007939927,110,33.3,67.85245913
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 48.8)}",0.56,0.008245138,72.8,48.8,67.84329071
"{(population_density_on_land_2010 118.0),(household_density_on_land_2010 33.3)}",0.52,0.007609843,118,33.3,67.73855973
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 33.3)}",0.86,0.012648192,77.7,33.3,67.63992202
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 37.3)}",0.72,0.010642154,72.8,37.3,67.58916006
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 34.0)}",0.83,0.0122455,82.4,34,67.57184754
"{(population_density_on_land_2010 115.0),(household_density_on_land_2010 33.3)}",0.52,0.007648013,115,33.3,67.48714303
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 33.3)}",0.85,0.01258682,80,33.3,67.39388261
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 42.9)}",0.64,0.0094273,70.3,42.9,67.38583634
"{(population_density_on_land_2010 122.4),(household_density_on_land_2010 33.3)}",0.5,0.007439673,122.4,33.3,67.33904861
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 36.3)}",0.74,0.01102752,72.8,36.3,67.32447541
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 39.1)}",0.68,0.01010357,70.3,39.1,67.17211002
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 32.7)}",0.68,0.01006803,100.3,32.7,67.16779479
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 34.0)}",0.87,0.013018178,75,34,67.11879509
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 32.7)}",0.7,0.010385906,97.8,32.7,67.06609336
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 33.3)}",0.82,0.012162846,82.4,33.3,67.03506218
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 32.7)}",0.71,0.010621382,94,32.7,66.94871923
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 33.3)}",0.86,0.012930308,75,33.3,66.85800998
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 32.7)}",0.86,0.012911829,70.3,32.7,66.66571268
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 33.3)}",0.87,0.013070984,72.8,33.3,66.55022855
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 32.7)}",0.73,0.011021811,91,32.7,66.46518823
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 41.4)}",0.65,0.009771134,70.3,41.4,66.11513803
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 35.0)}",0.78,0.011848711,72.8,35,66.03066664
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 32.7)}",0.59,0.008967732,103,32.7,66.01671238
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 43.6)}",0.59,0.00901564,70.3,43.6,65.95327831
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 45.0)}",0.59,0.008935071,70.3,45,65.88676557
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 32.7)}",0.76,0.011526639,87.7,32.7,65.7772954
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 32.7)}",0.82,0.012460461,80,32.7,65.77098278
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 32.7)}",0.56,0.008585868,106,32.7,65.73209994
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 34.0)}",0.86,0.013159809,72.8,34,65.67912814
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 32.7)}",0.82,0.012521218,77.7,32.7,65.59479415
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 32.7)}",0.78,0.011891116,84.1,32.7,65.53272974
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 51.0)}",0.5,0.007714463,70.3,51,65.41804906
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 38.1)}",0.68,0.010350746,70.3,38.1,65.31800882
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 32.7)}",0.51,0.007860218,110,32.7,65.14884788
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 32.0)}",0.86,0.013224479,70.3,32,65.0573196
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 30.8)}",0.87,0.013420515,70.3,30.8,65.02013667
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 46.4)}",0.57,0.008744254,70.3,46.4,64.99004999
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 47.0)}",0.57,0.008744254,70.3,47,64.99004999
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 32.7)}",0.78,0.012040743,82.4,32.7,64.91870355
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 49.7)}",0.52,0.007981064,70.3,49.7,64.77775793
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 48.8)}",0.53,0.008227338,70.3,48.8,64.73884322
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 30.3)}",0.87,0.013458719,70.3,30.3,64.65868354
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 32.7)}",0.84,0.012939765,72.8,32.7,64.57930051
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 32.7)}",0.83,0.012800501,75,32.7,64.45304591
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 32.0)}",0.66,0.010311819,100.3,32,64.33901562
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 32.0)}",0.68,0.010637393,97.8,32,64.23950283
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 32.0)}",0.7,0.010878571,94,32,64.12608531
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 37.3)}",0.68,0.010619179,70.3,37.3,64.03974473
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 36.3)}",0.7,0.011003712,70.3,36.3,63.64707941
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 32.0)}",0.72,0.011288696,91,32,63.43990725
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 33.3)}",0.83,0.013042765,70.3,33.3,63.27022722
"{(population_density_on_land_2010 103.0),(household_density_on_land_2010 32.0)}",0.58,0.009184878,103,32,63.01411946
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 32.0)}",0.83,0.013253091,72.8,32,62.83759133
"{(population_density_on_land_2010 87.7),(household_density_on_land_2010 32.0)}",0.74,0.011805747,87.7,32,62.79195465
"{(population_density_on_land_2010 84.1),(household_density_on_land_2010 32.0)}",0.76,0.012179051,84.1,32,62.76608557
"{(population_density_on_land_2010 106.0),(household_density_on_land_2010 32.0)}",0.55,0.008793768,106,32,62.74254117
"{(population_density_on_land_2010 80.0),(household_density_on_land_2010 32.0)}",0.8,0.012762181,80,32,62.57872176
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 35.0)}",0.74,0.011823131,70.3,35,62.56359505
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 30.8)}",0.65,0.010464679,100.3,30.8,62.51343387
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 34.0)}",0.82,0.013131399,70.3,34,62.45116405
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 30.8)}",0.67,0.010795079,97.8,30.8,62.41819567
"{(population_density_on_land_2010 77.7),(household_density_on_land_2010 32.0)}",0.8,0.012824409,77.7,32,62.41356589
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 30.8)}",0.69,0.011039832,94,30.8,62.30928024
"{(population_density_on_land_2010 110.0),(household_density_on_land_2010 32.0)}",0.5,0.008050547,110,32,62.18574863
"{(population_density_on_land_2010 82.4),(household_density_on_land_2010 32.0)}",0.77,0.0123323,82.4,32,62.18308287
"{(population_density_on_land_2010 100.3),(household_density_on_land_2010 30.3)}",0.65,0.010494468,100.3,30.3,62.16770596
"{(population_density_on_land_2010 75.0),(household_density_on_land_2010 32.0)}",0.81,0.013110455,75,32,62.15578936
"{(population_density_on_land_2010 97.8),(household_density_on_land_2010 30.3)}",0.67,0.010825809,97.8,30.3,62.07325228
"{(population_density_on_land_2010 94.0),(household_density_on_land_2010 30.3)}",0.69,0.011071259,94,30.3,61.96517091
"{(population_density_on_land_2010 68.3),(household_density_on_land_2010 40.6)}",0.63,0.010201974,68.3,40.6,61.93638259
"{(population_density_on_land_2010 68.3),(household_density_on_land_2010 30.3)}",0.87,0.014083645,68.3,30.3,61.67569079
"{(population_density_on_land_2010 68.3),(household_density_on_land_2010 30.8)}",0.87,0.014043668,68.3,30.8,61.6614438
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 30.8)}",0.83,0.013449551,72.8,30.8,61.64975417
"{(population_density_on_land_2010 91.0),(household_density_on_land_2010 30.8)}",0.71,0.011456036,91,30.8,61.64745837
"{(population_density_on_land_2010 68.3),(household_density_on_land_2010 32.7)}",0.83,0.013511362,68.3,32.7,61.63499041
"{(population_density_on_land_2010 68.3),(household_density_on_land_2010 42.9)}",0.61,0.009865036,68.3,42.9,61.44930505
"{(population_density_on_land_2010 70.3),(household_density_on_land_2010 29.8)}",0.85,0.01388474,70.3,29.8,61.35072839
"{(population_density_on_land_2010 72.8),(household_density_on_land_2010 30.3)}",0.83,0.013487838,72.8,30.3,61.31108973
